name,email,phone,links,role,skills,education,experience_years,summary
Diana Young,nyygdhme@email.com,"+1 0599130925
",https://linkedin.com/in/vjhmypvivg; https://github.com/uywlhclxre,Ai Product Manager,tableau; power bi; r; c++; machine learning; statistics; git; docker; data cleaning; plotly; model deployment; data ethics,Bachelor of Arts in Statistics,15,"A dedicated and results-driven AI Product Manager with over 15 years of experience in data
analysis, machine learning, and predictive modeling.
Skilled in transforming business needs into
technical solutions using modern data science tools and practices. Passionate about solving real-
world problems through data-driven approaches and delivering measurable outcomes."
Quinn Lewis,urqidjtl@email.com,"+1 9380143962
",https://linkedin.com/in/rwlfuvribs; https://github.com/njlnximyjb,Analytics Consultant,python; tableau; power bi; r; c++; machine learning; statistics; git; docker; computer vision; etl pipelines; google cloud platform (gcp); model deployment; a/b testing; dask,Master of Engineering in Computer Science,11,"A dedicated and results-driven Analytics Consultant with over 11 years of experience in data
analysis, machine learning, and predictive modeling.
Skilled in transforming business needs into
technical solutions using modern data science tools and practices. Passionate about solving real-
world problems through data-driven approaches and delivering measurable outcomes."
Frank Davis,uluctaod@email.com,"+1 8951259993
",https://linkedin.com/in/orjimcnbmp; https://github.com/sunvpumekl,Knowledge Graph Engineer,tableau; power bi; r; java; c++; machine learning; statistics; git; docker; computer vision; azure; feature engineering; model evaluation; model deployment,Master of Science in Computer Vision,3,"A dedicated and results-driven Knowledge Graph Engineer with over 3 years of experience in
data analysis, machine learning, and predictive modeling. Skilled in transforming business needs into
technical solutions using modern data science tools and practices. Passionate about solving real-world
problems through data-driven approaches and delivering measurable outcomes."
Karen Walker,shnnwsvv@email.com,"+1 7209060811
",https://linkedin.com/in/ehiiknercz; https://github.com/fqauuksscz,Data Analyst,tableau; power bi; r; excel; java; c++; machine learning; statistics; git; docker; data wrangling; plotly; model evaluation; model deployment,Bachelor of Science in Computer Engineering,9,"A dedicated and results-driven HR Data Analyst with over 9 years of experience in data analysis,
machine learning, and predictive modeling.
Skilled in transforming business needs into technical
solutions using modern data science tools and practices. Passionate about solving real-world problems
through data-driven approaches and delivering measurable outcomes."
Uma Mitchell,xkjbwacw@email.com,"+1 3259859904
",https://linkedin.com/in/fmgsmsry; https://github.com/boxpafjkmw,Data Engineer,python; sql; tableau; power bi; r; pandas; mysql; machine learning; statistics; data mining; git; docker; model deployment,Master of Engineering in Data Engineering,14,"A dedicated and results-driven AI Ethicist with over 14 years of experience in data analysis, machine
learning, and predictive modeling. Skilled in transforming business needs into technical solutions using
modern data science tools and practices. Passionate about solving real-world problems through data-
driven approaches and delivering measurable outcomes."
Frank Scott,wctjruho@email.com,"+1 9912736724
",https://linkedin.com/in/jwzifaieep; https://github.com/yejpnlqnpg,Ai Ethicist,sql; tableau; power bi; r; pandas; java; machine learning; statistics; git; docker; data wrangling; feature engineering; model deployment,Master of Science in Geospatial Data Science,4,"A dedicated and results-driven AI Ethicist with over 4 years of experience in data analysis, machine
learning, and predictive modeling. Skilled in transforming business needs into technical solutions
using modern data science tools and practices. Passionate about solving real-world problems through
data-driven approaches and delivering measurable outcomes."
Karen Gray,nsimgpwr@email.com,"+1 7088144212
",https://linkedin.com/in/blikdcawve; https://github.com/rgtufrijbb,Crm Analyst,tableau; power bi; r; machine learning; statistics; hadoop; git; docker; kubernetes; computer vision; seaborn; etl pipelines; azure; model deployment; mlops; bayesian inference,,14,"A dedicated and results-driven CRM Analyst with over 14 years of experience in data analysis,
machine learning, and predictive modeling.
Skilled in transforming business needs into technical
solutions using modern data science tools and practices. Passionate about solving real-world problems
through data-driven approaches and delivering measurable outcomes."
Yolanda Edwards,pxeqnudz@email.com,"+1 2550859096
",https://linkedin.com/in/ftoceaevec; https://github.com/uzkeneyqhl,Crm Analyst,python; tableau; power bi; r; pandas; numpy; c++; machine learning; statistics; git; docker; natural language processing; azure; model deployment; mlops,Master of Science in Information and Data Science,7,"A dedicated and results-driven CRM Analyst with over 7 years of experience in data analysis,
machine learning, and predictive modeling.
Skilled in transforming business needs into technical
solutions using modern data science tools and practices. Passionate about solving real-world problems
through data-driven approaches and delivering measurable outcomes."
Fiona Martin,unbknbxv@email.com,"+1 0930876850
",https://linkedin.com/in/xidhwhazof; https://github.com/fzccplofnw,Research Analyst,sql; tableau; power bi; r; scikit-learn; machine learning; statistics; data mining; git; docker; computer vision; seaborn; plotly; model evaluation; model deployment; eda,Bachelor of Science in Cybersecurity,14,"A dedicated and results-driven Research Analyst with over 14 years of experience in data analysis,
machine learning, and predictive modeling.
Skilled in transforming business needs into technical
solutions using modern data science tools and practices. Passionate about solving real-world problems
through data-driven approaches and delivering measurable outcomes."
Uma Martin,bbzqnbym@email.com,"+1 3694588976
",https://linkedin.com/in/ydlkzrzxvf; https://github.com/ekodoizvab,Data Engineer,sql; tableau; power bi; r; c++; machine learning; statistics; git; docker; data cleaning; natural language processing; model deployment; mlops; data lakes; data ethics; hugging face,Bachelor of Science in Data Engineering,11,"A dedicated and results-driven Decision Scientist with over 11 years of experience in data analysis,
machine learning, and predictive modeling.
Skilled in transforming business needs into technical
solutions using modern data science tools and practices. Passionate about solving real-world problems
through data-driven approaches and delivering measurable outcomes."
Zach Wright,zesekjcq@email.com,"+1 3073925825
",https://linkedin.com/in/jybnwnvgah; https://github.com/wkpasdzgkt,Business Intelligence Analyst,sql; tableau; power bi; r; scikit-learn; postgresql; java; c++; machine learning; statistics; data mining; hadoop; spark; git; docker; model deployment,,9,"A dedicated and results-driven Business Intelligence Analyst with over 9 years of experience in
data analysis, machine learning, and predictive modeling. Skilled in transforming business needs into
technical solutions using modern data science tools and practices. Passionate about solving real-world
problems through data-driven approaches and delivering measurable outcomes."
David Rodriguez,uhfeoapk@email.com,"+1 7744283429
",https://linkedin.com/in/cecblshtvt; https://github.com/mntpwjwjjs,Machine Learning Engineer,python; tableau; power bi; r; pandas; numpy; machine learning; statistics; big data; git; docker; natural language processing; seaborn; model evaluation; model deployment; mlops; hugging face,,15,"A dedicated and results-driven Machine Learning Engineer with over 15 years of experience in
data analysis, machine learning, and predictive modeling. Skilled in transforming business needs into
technical solutions using modern data science tools and practices. Passionate about solving real-world
problems through data-driven approaches and delivering measurable outcomes."
